"id","city","state","stateSlug","citySlug","country","pincode","currency","symbol","compliance","carriers","nodeType","dialingCode","timezone","latitude","longitude","landmark","carrierQuality","localSupport","population","mobileUsers","internetUsers","genderRatioText","malePercentage","femalePercentage","averageIncome","activeMobileDevices","mobilePenetration","internetPenetration","maleCount","femaleCount"
"andhra-pradesh-nuzuid","Nuzuid","Andhra Pradesh","andhra-pradesh","nuzuid","India","521201","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","12.6158","85.0633","Nuzuid Techno Park Terminal Hub","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Nuzuid, India","5030991","3637406","3003501","938 females per 1,000 males","51.6","48.4","₹11.17L per annum","5081300","72.3","59.7","2595991","2435000"
"andhra-pradesh-ongole","Ongole","Andhra Pradesh","andhra-pradesh","ongole","India","523001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","21.1477","84.9862","Ongole Municipal Office Plaza","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Ongole, India","2023841","1509785","1230495","945 females per 1,000 males","51.4","48.6","₹9.26L per annum","2205986","74.6","60.8","1040254","983587"
"andhra-pradesh-palakol","Palakol","Andhra Pradesh","andhra-pradesh","palakol","India","534260","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","16.1491","73.9655","Palakol Central Industrial Area Road","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Palakol, India","4364717","3199337","2470429","916 females per 1,000 males","52.2","47.8","₹11.38L per annum","4757541","73.3","56.6","2278382","2086335"
"andhra-pradesh-palmaner","Palmaner","Andhra Pradesh","andhra-pradesh","palmaner","India","517408","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","14.8416","78.8597","Palmaner Civil Station Complex","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Palmaner, India","8635516","6666618","4740898","921 females per 1,000 males","52.1","47.9","₹7.28L per annum","9326357","77.2","54.9","4499104","4136412"
"andhra-pradesh-parkal","Parkal","Andhra Pradesh","andhra-pradesh","parkal","India","506164","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","17.4996","86.2391","Parkal Techno Park Terminal Hub","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Parkal, India","8687158","6741234","5247043","934 females per 1,000 males","51.7","48.3","₹10.30L per annum","9642745","77.6","60.4","4491261","4195897"
"andhra-pradesh-parvathipuram","Parvathipuram","Andhra Pradesh","andhra-pradesh","parvathipuram","India","532501","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","8.6624","72.5053","Parvathipuram Central Industrial Area Road","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Parvathipuram, India","9303031","6772606","5749273","958 females per 1,000 males","51.1","48.9","₹9.82L per annum","10791515","72.8","61.8","4753849","4549182"
"andhra-pradesh-peddapalli","Peddapalli","Andhra Pradesh","andhra-pradesh","peddapalli","India","505172","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","27.4731","72.6426","Peddapalli District Secretariat Enclave","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Peddapalli, India","9530256","7233464","5508487","949 females per 1,000 males","51.3","48.7","₹8.37L per annum","11245702","75.9","57.8","4889021","4641235"
"andhra-pradesh-proddatur","Proddatur","Andhra Pradesh","andhra-pradesh","proddatur","India","516360","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","31.8727","70.1824","Proddatur Metropolitan IT Corridor","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Proddatur, India","7447458","5749437","4498264","960 females per 1,000 males","51","49","₹8.33L per annum","8862475","77.2","60.4","3798204","3649254"
"andhra-pradesh-pulivendla","Pulivendla","Andhra Pradesh","andhra-pradesh","pulivendla","India","516115","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","18.2621","83.8639","Pulivendla Commercial Market Circle","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Pulivendla, India","2596433","1905781","1518913","931 females per 1,000 males","51.8","48.2","₹11.65L per annum","2674325","73.4","58.5","1344952","1251481"
"andhra-pradesh-rajampet","Rajampet","Andhra Pradesh","andhra-pradesh","rajampet","India","516115","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","16.4976","76.8349","Rajampet Old Town Fort Gate Road","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Rajampet, India","9453722","7156467","5426436","914 females per 1,000 males","52.2","47.8","₹10.50L per annum","9926408","75.7","57.4","4934843","4518879"
"andhra-pradesh-rajamundry","Rajamundry","Andhra Pradesh","andhra-pradesh","rajamundry","India","533101","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","27.0675","86.4039","Rajamundry Civil Station Complex","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Rajamundry, India","1697718","1302149","947326","925 females per 1,000 males","51.9","48.1","₹9.47L per annum","2020284","76.7","55.8","881116","816602"
"andhra-pradesh-ramachandrapuram","Ramachandrapuram","Andhra Pradesh","andhra-pradesh","ramachandrapuram","India","533255","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","21.5417","84.4645","Ramachandrapuram Industrial Growth Center","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Ramachandrapuram, India","909204","703723","515518","947 females per 1,000 males","51.4","48.6","₹7.73L per annum","909204","77.4","56.7","467331","441873"
"andhra-pradesh-razole","Razole","Andhra Pradesh","andhra-pradesh","razole","India","533342","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","31.7227","82.3974","Razole Commercial Market Circle","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Razole, India","3054203","2293706","1692028","928 females per 1,000 males","51.9","48.1","₹11.18L per annum","3603959","75.1","55.4","1585131","1469072"
"andhra-pradesh-repalle","Repalle","Andhra Pradesh","andhra-pradesh","repalle","India","522265","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","31.5001","82.1642","Repalle Municipal Office Plaza","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Repalle, India","4475320","3249082","2506179","917 females per 1,000 males","52.2","47.8","₹6.91L per annum","5280877","72.6","56","2336117","2139203"
"andhra-pradesh-samalkot","Samalkot","Andhra Pradesh","andhra-pradesh","samalkot","India","533440","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","12.6689","85.5115","Samalkot Green Valley Digital Exchange","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Samalkot, India","540734","411498","295240","923 females per 1,000 males","52","48","₹8.07L per annum","643473","76.1","54.6","281182","259552"
"andhra-pradesh-sangareddy","Sangareddy","Andhra Pradesh","andhra-pradesh","sangareddy","India","502001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","10.1862","88.4442","Sangareddy District Secretariat Enclave","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Sangareddy, India","6711647","4912925","4107527","950 females per 1,000 males","51.3","48.7","₹7.44L per annum","6845879","73.2","61.2","3443075","3268572"
"andhra-pradesh-sattenapalle","Sattenapalle","Andhra Pradesh","andhra-pradesh","sattenapalle","India","522403","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","31.8673","80.7647","Sattenapalle District Secretariat Enclave","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Sattenapalle, India","4508005","3295351","2655214","907 females per 1,000 males","52.4","47.6","₹9.48L per annum","5229285","73.1","58.9","2362195","2145810"
"andhra-pradesh-secunderabad","Secunderabad","Andhra Pradesh","andhra-pradesh","secunderabad","India","500003","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","25.4178","75.8009","Secunderabad Telecom Exchange Square","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Secunderabad, India","3078151","2274753","1834577","921 females per 1,000 males","52.1","47.9","₹6.43L per annum","3416747","73.9","59.6","1603717","1474434"
"andhra-pradesh-shrikakulam","Shrikakulam","Andhra Pradesh","andhra-pradesh","shrikakulam","India","532001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","16.1893","83.9542","Shrikakulam GPO Circle Square","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Shrikakulam, India","9442085","6807743","5098725","941 females per 1,000 males","51.5","48.5","₹6.12L per annum","10763976","72.1","54","4862674","4579411"
"andhra-pradesh-shrikalahasti","Shrikalahasti","Andhra Pradesh","andhra-pradesh","shrikalahasti","India","517644","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","16.696","88.3333","Shrikalahasti Metropolitan IT Corridor","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Shrikalahasti, India","7403992","5471550","4397971","923 females per 1,000 males","52","48","₹9.23L per annum","8366510","73.9","59.4","3850076","3553916"
"andhra-pradesh-siddipet","Siddipet","Andhra Pradesh","andhra-pradesh","siddipet","India","502103","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","15.7457","70.4112","Siddipet Industrial Growth Center","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Siddipet, India","5617809","4342566","3168444","955 females per 1,000 males","51.2","48.8","₹10.44L per annum","6011055","77.3","56.4","2876318","2741491"
"andhra-pradesh-station-jadcheral","Station Jadcheral","Andhra Pradesh","andhra-pradesh","station-jadcheral","India","509301","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","22.6314","85.973","Station Jadcheral Civil Station Complex","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Station Jadcheral, India","5691450","4114918","3272583","934 females per 1,000 males","51.7","48.3","₹10.08L per annum","5976022","72.3","57.5","2942480","2748970"
"andhra-pradesh-station-kachiguda","Station Kachiguda","Andhra Pradesh","andhra-pradesh","station-kachiguda","India","500027","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","30.2155","88.401","Station Kachiguda Telecom Exchange Square","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Station Kachiguda, India","2267962","1689631","1363045","952 females per 1,000 males","51.2","48.8","₹8.89L per annum","2267962","74.5","60.1","1161197","1106765"
"andhra-pradesh-suryapet","Suryapet","Andhra Pradesh","andhra-pradesh","suryapet","India","508213","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","26.9274","79.4059","Suryapet Old Town Fort Gate Road","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Suryapet, India","8068374","6002870","4663520","906 females per 1,000 males","52.5","47.5","₹6.52L per annum","9278630","74.4","57.8","4235896","3832478"
"andhra-pradesh-tadepalligudam","Tadepalligudam","Andhra Pradesh","andhra-pradesh","tadepalligudam","India","534101","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","10.2203","86.9504","Tadepalligudam Municipal Office Plaza","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Tadepalligudam, India","3635706","2657701","2228687","932 females per 1,000 males","51.8","48.2","₹11.80L per annum","4217418","73.1","61.3","1883296","1752410"
"andhra-pradesh-tadpatri","Tadpatri","Andhra Pradesh","andhra-pradesh","tadpatri","India","515411","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","21.4176","74.9107","Tadpatri Techno Park Terminal Hub","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Tadpatri, India","5868109","4536048","3608887","954 females per 1,000 males","51.2","48.8","₹6.36L per annum","6161514","77.3","61.5","3004472","2863637"
"andhra-pradesh-tandur","Tandur","Andhra Pradesh","andhra-pradesh","tandur","India","501141","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","30.5075","76.3455","Tandur GPO Circle Square","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Tandur, India","9878686","7300348","5601214","952 females per 1,000 males","51.2","48.8","₹9.06L per annum","10273833","73.9","56.7","5057887","4820799"
"andhra-pradesh-tanuku","Tanuku","Andhra Pradesh","andhra-pradesh","tanuku","India","534211","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","29.4022","75.3629","Tanuku Green Valley Digital Exchange","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Tanuku, India","6030622","4697854","3322872","958 females per 1,000 males","51.1","48.9","₹9.03L per annum","6151234","77.9","55.1","3081648","2948974"
"andhra-pradesh-tekkali","Tekkali","Andhra Pradesh","andhra-pradesh","tekkali","India","532201","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","18.2407","88.3327","Tekkali Railway Station Chowk Node","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Tekkali, India","5947854","4324089","3420016","921 females per 1,000 males","52.1","47.9","₹8.56L per annum","6066811","72.7","57.5","3098832","2849022"
"andhra-pradesh-tenali","Tenali","Andhra Pradesh","andhra-pradesh","tenali","India","522201","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","23.5966","82.8351","Tenali State Highway Crossing Terminal","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Tenali, India","8972613","6630761","4845211","907 females per 1,000 males","52.4","47.6","₹9.33L per annum","9062339","73.9","54","4701649","4270964"
"andhra-pradesh-tirupati","Tirupati","Andhra Pradesh","andhra-pradesh","tirupati","India","517501","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","11.9455","80.6324","Tirupati Municipal Office Plaza","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Tirupati, India","840685","624628","489278","957 females per 1,000 males","51.1","48.9","₹8.12L per annum","907939","74.3","58.2","429590","411095"
"andhra-pradesh-trimulgherry","Trimulgherry","Andhra Pradesh","andhra-pradesh","trimulgherry","India","500015","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","30.9242","84.3362","Trimulgherry Telecom Exchange Square","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Trimulgherry, India","6280151","4659872","3573405","941 females per 1,000 males","51.5","48.5","₹10.77L per annum","7096570","74.2","56.9","3234278","3045873"
"andhra-pradesh-vijaywada","Vijaywada","Andhra Pradesh","andhra-pradesh","vijaywada","India","520001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","21.682","80.3027","Vijaywada Railway Station Chowk Node","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Vijaywada, India","5118399","3905338","2937961","960 females per 1,000 males","51","49","₹9.76L per annum","6039710","76.3","57.4","2610383","2508016"
"andhra-pradesh-vikarabad","Vikarabad","Andhra Pradesh","andhra-pradesh","vikarabad","India","501101","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","23.9305","69.0147","Vikarabad State Highway Crossing Terminal","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Vikarabad, India","6944518","5340334","4229211","961 females per 1,000 males","51","49","₹10.99L per annum","7638969","76.9","60.9","3541704","3402814"
"andhra-pradesh-visakhapatnam","Visakhapatnam","Andhra Pradesh","andhra-pradesh","visakhapatnam","India","530001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","26.4638","81.5134","Visakhapatnam Techno Park Terminal Hub","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Visakhapatnam, India","582902","447668","346243","937 females per 1,000 males","51.6","48.4","₹7.01L per annum","582902","76.8","59.4","300777","282125"
"andhra-pradesh-vizianagaram","Vizianagaram","Andhra Pradesh","andhra-pradesh","vizianagaram","India","531202","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","29.8986","79.0961","Vizianagaram Central Industrial Area Road","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Vizianagaram, India","4535914","3329360","2685261","963 females per 1,000 males","50.9","49.1","₹8.45L per annum","4808068","73.4","59.2","2308780","2227134"
"andhra-pradesh-waltair-rs","Waltair R.S.","Andhra Pradesh","andhra-pradesh","waltair-rs","India","530004","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","31.6459","78.5721","Waltair R.S. Central Industrial Area Road","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Waltair R.S., India","7916159","6016280","4765527","958 females per 1,000 males","51.1","48.9","₹10.92L per annum","8153643","76","60.2","4045157","3871002"
"andhra-pradesh-wanaparthy","Wanaparthy","Andhra Pradesh","andhra-pradesh","wanaparthy","India","509103","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","28.3602","71.192","Wanaparthy Central Industrial Area Road","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Wanaparthy, India","7352970","5500021","4154428","926 females per 1,000 males","51.9","48.1","₹10.65L per annum","8235326","74.8","56.5","3816191","3536779"
"andhra-pradesh-warangal","Warangal","Andhra Pradesh","andhra-pradesh","warangal","India","506002","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","13.8256","83.9772","Warangal Techno Park Terminal Hub","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Warangal, India","1542673","1119980","902463","951 females per 1,000 males","51.3","48.7","₹6.54L per annum","1619806","72.6","58.5","791391","751282"
"andhra-pradesh-zahirabad","Zahirabad","Andhra Pradesh","andhra-pradesh","zahirabad","India","502220","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 866","Asia/Kolkata","16.7539","70.3267","Zahirabad District Secretariat Enclave","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Zahirabad, India","1722894","1299062","987218","908 females per 1,000 males","52.4","47.6","₹11.45L per annum","1998557","75.4","57.3","902796","820098"
"arunachal-pradesh-along","Along","Arunachal Pradesh","arunachal-pradesh","along","India","791001","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 33","Asia/Kolkata","26.3359","88.0861","Along Municipal Office Plaza","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Along, India","772607","587953","444249","947 females per 1,000 males","51.4","48.6","₹7.95L per annum","880771","76.1","57.5","397120","375487"
"arunachal-pradesh-anini","Anini","Arunachal Pradesh","arunachal-pradesh","anini","India","792101","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 33","Asia/Kolkata","32.5795","76.9446","Anini Old Town Fort Gate Road","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Anini, India","8120339","5984689","4449945","965 females per 1,000 males","50.9","49.1","₹11.52L per annum","8932372","73.7","54.8","4133253","3987086"
"arunachal-pradesh-changlang","Changlang","Arunachal Pradesh","arunachal-pradesh","changlang","India","792120","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 33","Asia/Kolkata","15.5671","86.7314","Changlang Metropolitan IT Corridor","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Changlang, India","9723339","7146654","5377006","957 females per 1,000 males","51.1","48.9","₹8.86L per annum","11279073","73.5","55.3","4968626","4754713"
"arunachal-pradesh-chaokham","Chaokham","Arunachal Pradesh","arunachal-pradesh","chaokham","India","792104","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 33","Asia/Kolkata","29.0737","84.6419","Chaokham District Secretariat Enclave","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Chaokham, India","3068884","2390660","1752332","917 females per 1,000 males","52.2","47.8","₹8.86L per annum","3314394","77.9","57.1","1601957","1466927"
"arunachal-pradesh-daporizo","Daporizo","Arunachal Pradesh","arunachal-pradesh","daporizo","India","791122","INR","₹","TRAI DLT registered","Jio|Airtel|Vi (Vodafone Idea)|BSNL","city_center","+91 33","Asia/Kolkata","21.9322","81.1671","Daporizo State Highway Crossing Terminal","Optimized routes via direct SMPP binds connected directly to Jio regional gateways. Network uses dual-link redundancy through Airtel, Vi (Vodafone Idea), BSNL for 99.999% SLA uptime.","Remote regional support and carrier network coverage for Daporizo, India","3300388","2396081","1864719","933 females per 1,000 males","51.7","48.3","₹7.91L per annum","3366395","72.6","56.5","1706301","1594087"
